,Place Name,Place ID,Latitude,Longitude,Rating,Types,Vicinity,Formatted address,User Ratings Total
2280,Hot Goss Cafe And Restaurant,ChIJVVAKZKOF1moR5YFc5hWAiXU,-37.90098,144.662731,4.4,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","43 Watton St, Werribee",,145
2281,Cafe 361,ChIJZ0ZtWQeP1moRBJfAXfd5nu8,-37.871181,144.725501,4.6,"['cafe', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","unit 2/361 Old Geelong Rd, Hoppers Crossing",,35
2282,Birdcage Altona Cafe,ChIJ5bFBtSRi1moRV_0H-w0OqAU,-37.8644052,144.8138777,4.6,"['restaurant', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']","7 Harrington Square, Altona",,332
2283,Cafe Fresh,ChIJdz3cP05g1moRybcyTlSWLWk,-37.8128498,144.8170783,4.2,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","185 Fairbairn Rd, Sunshine West",,27
2284,Derrimut Cafe & Catering,ChIJ14QWUEWK1moR-Hng-ULHPjI,-37.8067255,144.7565661,4.9,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","86 E Derrimut Cres, Derrimut",,14
2285,Hotts Cafe,ChIJ4YNMau-I1moRLxwL9pizDLI,-37.8724291,144.7260108,4.5,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","10/1-3 Kilmur Rd, Hoppers Crossing",,104
2286,Waterstone Cafe,ChIJO43-2mqI1moRXJipTzYr4SU,-37.8963889,144.7619444,4.0,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","72 Greg Norman Dr, Point Cook",,221
2287,Bezirk Altona Cafe.,ChIJ434eUdBj1moRqplotAGaDtY,-37.8707121,144.8379658,4.4,"['restaurant', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']","1A Millers Rd, Altona",,441
2288,Cafe Cubin,ChIJw4s-SANh1moRWRXjLTSit-k,-37.830029,144.839592,4.5,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","5 Misten Ave, Altona North",,50
2289,Cheeky Chewies Cafe,ChIJCbhsT7aJ1moRegTXJqoryKM,-37.86795499999999,144.761346,4.3,"['cafe', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","18 Aviation Rd, Laverton",,416
2290,Early Birds Cafe,ChIJOyju3dVh1moRwsmW1WaRXAA,-37.8127856,144.78657,3.9,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","285 Fitzgerald Rd, Derrimut",,65
2291,Cafe B2B Barrister To Barista By Jaffa,ChIJg4_7QKSF1moRAcCC6iS_0ic,-37.9016748,144.6603917,4.6,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","36 Watton St, Werribee",,173
2292,Norfolk Cafe,ChIJ0YgfY81j1moR1oLQZm_hrr8,-37.8704655,144.8311006,4.0,"['restaurant', 'meal_takeaway', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']","139 Esplanade, Altona",,69
2293,Pitstop Cafe.,ChIJibfOGxNh1moRlp_tTE7FnJA,-37.8445343,144.8435684,4.3,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","300-330 Millers Rd, Altona North",,48
2294,Gemelli Cafe Grill.,ChIJx7KkjlOI1moR9HgaPBKWIvQ,-37.87259890000001,144.745298,4.2,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","123/22-30 Wallace Ave, Point Cook",,466
2295,The Jolly Miller Cafe,ChIJh4vx26qJ1moRxm_GkVPK8-c,-37.8674942,144.7435434,4.1,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","Shop T09, Williams Landing Shopping Centre, 100 Overton Rd, Williams Landing",,304
2296,Da Moose Cafe,ChIJB4T-andh1moRpn1tG0V5YUU,-37.8513039,144.833112,4.3,"['cafe', 'food', 'point_of_interest', 'establishment']","1 Kimpton Way, Altona",,87
2297,Café on Railway St.,ChIJRZT4KdNj1moRK16KU9Z4L-A,-37.867403,144.829474,4.6,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","Altona, 1/92 Railway St S, Melbourne",,28
2298,Rockabye Candy,ChIJs3OIvdJj1moRm9X--ZgEASY,-37.8693938,144.8304757,4.3,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","38 Pier St, Altona",,401
2299,Alamanda Cafe & Bistro,ChIJ6fY0_n2I1moRTh9D2Msoy_Y,-37.8999671,144.7417602,4.0,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","2-10 Paradise Parade, Point Cook",,258
2300,Serrano's Cafe,ChIJq6p6TOeO1moRAYz5jDETaJM,-37.8396098,144.6743993,4.6,"['restaurant', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']","62 Wickford Rd, Tarneit",,93
2301,The South Corner,ChIJ2wBBFq-F1moR99L_WfyiL7E,-37.9065294,144.6603073,4.6,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","11 Wedge St S, Werribee",,356
2302,Caffe Di Daniela,ChIJlQj7CZqG1moRuuN5OV_pQQ4,-37.94386069999999,144.7082276,4.5,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","785 Duncans Rd, Werribee South",,8
2303,Little Growling Cafe,ChIJ9eVgwaeP1moRV44iWCu0qXk,-37.847047,144.651754,4.4,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","180 Davis Rd, Tarneit",,255
2304,Coffee Pot Cafe,ChIJbRk7f6aF1moR17JNi7AKiv8,-37.9025497,144.6586914,4.1,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","1/70 Watton St, Werribee",,115
2305,Babycino On Main,ChIJbe0cVPOI1moRBhdg7Dn9P4k,-37.8839119,144.7354189,4.1,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","306/2 Main St, Point Cook",,106
2306,PRISON BREAK CAFE,ChIJhZMbvS2K1moRu-cwE0R6wks,-37.8234264,144.7447497,4.3,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","8-12 Jessica Way, Truganina",,52
2307,The Coffeeologist Cafe,ChIJM3MhWlyJ1moR72kEOyH6idk,-37.8952978,144.7534628,4.5,"['cafe', 'food', 'point_of_interest', 'establishment']","Shop 70/300 Point Cook Rd, Point Cook",,59
2308,Cafe On Angliss,ChIJsRupVQ2K1moRuQf-d2GKJ18,-37.8230818,144.7743049,4.2,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","Factory 1/, Factory 1/33-35 William Angliss Dr, Laverton North",,27
2309,The 6th Child Cafe,ChIJpx0YWpRj1moRLTMaFwRLC28,-37.864286,144.812994,4.8,"['cafe', 'food', 'point_of_interest', 'establishment']","25 Harrington Square, Altona",,18
2310,Hungry Jay's Cafe,ChIJpatRt8Jh1moRXzpbp-UP93E,-37.8292859,144.7970485,4.5,"['cafe', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","73 Dohertys Rd, Laverton North",,139
2311,Chirnside Cafe,ChIJaUzQZ1uP1moR1KzMU6NdfMc,-37.8772611,144.6808347,4.1,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","240 Heaths Rd, Werribee",,122
2312,Pipe Road Cafe,ChIJ0Sz2u7Nh1moRe_9oAGFVRGc,-37.821371,144.814519,3.7,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","23 Pipe Rd, Laverton North",,29
2313,DEGANI BAKERY CAFE,ChIJQUoOA8yO1moR0qyO6160Sb0,-37.8371652,144.6912737,4.2,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","Tarniet Central Shopping Centre, Shop 7B/540 Derrimut Rd, Tarneit",,81
2314,Karomi Cafe,ChIJh5pDPueF1moRr88G8VMnXrQ,-37.901402,144.662076,4.9,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","Shop 15/1 Duncans Rd, Werribee",,50
2315,Notorious Espresso,ChIJ1fvrX6SF1moRvDsaONEj20c,-37.901597,144.661198,4.5,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","81 Watton St, Werribee",,381
2316,The social sutra,ChIJPfNMc6aF1moRx-7WGAzfzXQ,-37.9031691,144.6584597,4.4,"['cafe', 'food', 'point_of_interest', 'establishment']","1/169 Watton St, Werribee",,159
2317,Hangar1one2 Cafe,ChIJYXNVe9Nj1moRZRqpO3FOugk,-37.8659628,144.8310186,4.6,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","114/112 Pier St, Altona",,192
2318,@7 cafe,ChIJ08jp3ymJ1moRSabSwihwFuk,-37.8495515,144.7046501,4.4,"['cafe', 'food', 'point_of_interest', 'establishment']","Shop 41/380 Sayers Rd, Tarneit",,145
2319,TJays Cafe,ChIJ9Uwxe6OF1moRFeBB599eXvQ,-37.900575,144.662221,4.7,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","10C Watton St, Werribee",,39
2320,Little Rosebery Cafe,ChIJ8SbvtmuJ1moRNhCAEr-kJXI,-37.868732,144.783402,4.8,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","42 Rosebery St, Altona Meadows",,82
2321,Popeye's Cafe,ChIJSZMSqcVh1moRrG8K-oi7reE,-37.8246918,144.7991943,4.0,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","shop 15/100-104 Pipe Rd, Laverton North",,43
2322,COFFEE SHOP,ChIJpYKZ1ktg1moRJ245oLoKxiI,-37.8123342,144.810436,4.0,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","1 Adams Ct, Sunshine West",,3
2323,Jock + Mack,ChIJOzccemCJ1moRHENg9-Y2JDk,-37.88244359999999,144.6998322,4.6,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","31 Old Geelong Rd, Hoppers Crossing",,182
2324,Hopscotch,ChIJ__ZO716J1moRhDgKXolo9ls,-37.851474,144.7073818,4.9,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","5/1 - 3 Alexandra Ave, Hoppers Crossing",,31
2325,"Raffaels Cafe, Bar & Grill",ChIJixvzIaaF1moRcRnXc2RZroU,-37.9036069,144.6576276,3.9,"['restaurant', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']","177 Watton St, Werribee",,324
2326,Vixen on Elm Cafe,ChIJv0CcSeGJ1moRlr-vRtSjaWI,-37.872087,144.720226,5.0,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","23A Elm Park Dr, Hoppers Crossing",,1
2327,Wyndham Cache,ChIJVQ8uWjiE1moRisW1FZTH3gE,-37.9309401,144.6778957,4.4,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","243 K Rd, Werribee South",,428
2328,Pinnacle Cafe.,ChIJsTo97KFh1moRhv9po1EevdU,-37.8390013,144.8241029,3.7,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","4 Pinnacle Rd, Altona North",,30
2329,Jamaica Blue Point Cook Town Centre,ChIJO-TmovSI1moRrDJxOiYIgwc,-37.88407979999999,144.735985,4.1,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","Murnong St, Point Cook",,198
2330,The Coffee Club Café - Tarneit,ChIJVbPGts6O1moR4uDRxFgUOn0,-37.83702,144.6914309,3.8,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","Shop 26/540 Derrimut Rd, Tarneit",,127
2331,Morris and Heath,ChIJQTgtkrGI1moRFBKe_6jPo3Y,-37.8812262,144.703653,4.3,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","13/24-48 Old Geelong Rd, Hoppers Crossing",,306
2332,The Global Local Tarneit,ChIJ2fkbCzmP1moRHqGfTUmCsTs,-37.8596584,144.6664475,4.6,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","Shop 6/550 Tarneit Rd, Tarneit",,16
2333,Flatbread bakery cafe,ChIJbwqKaBlh1moRFP2qnyncirQ,-37.8349046,144.8463725,4.5,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","34 Borrack Square, Altona North",,10
2334,A.S.K Cafe,ChIJUQP8N-KJ1moRWOF_ZfgRwTM,-37.8386511,144.7303212,4.7,"['cafe', 'food', 'point_of_interest', 'establishment']","Shop 3/451 Leakes Rd, Truganina",,14
2335,Charlie's Kitchen,ChIJwzCmybeJ1moRBTr-bRNZnT8,-37.8672559,144.7619607,4.9,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","Shop2/161/165 Railway Ave, Laverton",,99
2336,Pint Size Indian,ChIJI5WPHj2J1moR8I84yAju1vU,-37.8994237,144.740027,4.6,"['restaurant', 'night_club', 'meal_takeaway', 'bar', 'food', 'point_of_interest', 'establishment']","20 Adelphi Blvd, Point Cook",,73
2337,Buono Italian,ChIJgTBxnXyJ1moR506IPrpInKY,-37.8830061,144.7347548,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']","town centre, 129 Murnong St, Point Cook",,45
2338,Seven Star Chinese Hotpot Restaurant,ChIJCZI-CMOJ1moRl2T8JMAf-Ek,-37.8623172,144.771479,4.4,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","68 Woods St, Laverton",,106
2339,The Spice Yard,ChIJjezl3tJj1moRmZbJRn4FoUY,-37.867877,144.830269,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']","75 Pier St, Altona",,101
2340,Pizza Industri,ChIJBfTctvaI1moR1E0zvBhztQw,-37.8984462,144.7275711,4.5,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","Featherbrook Shopping Centre, 15/238 Boardwalk Blvd, Point Cook",,506
2341,Pier 71 Bar e Cucina,ChIJU23429Jj1moRECK3Ha4ca4E,-37.868004,144.8303485,4.4,"['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","71 Pier St, Altona",,509
2342,Salsa Mexican Restaurant,ChIJeWMNvaWF1moRkU3hJbmG8L4,-37.9038274,144.6608492,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']","shop 9/51-53 Synnot St, Werribee",,159
2343,KURBSIDE KRAVINGS®,ChIJhT3YhGtj1moR0g-ti3RfOxU,-37.824755,144.7424438,4.9,"['restaurant', 'food', 'point_of_interest', 'establishment']","477 Dohertys Rd, Truganina",,36
2344,Between 2 Buns,ChIJm8FAmNJj1moRH8GG1fGa52o,-37.8696139,144.8304114,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']","28 Pier St, Altona",,589
2345,Oye Bombay,ChIJBwDUUjti1moRAnwsu_Td7eE,-37.864338,144.813159,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']","23 Harrington Square, Altona",,164
2346,Fresh Chilli Thai Restaurant (Laverton),ChIJlUxRyreJ1moR-6TfMF_ZFZk,-37.867394,144.761971,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']","1/1-5 Aviation Rd, Laverton",,687
2347,Hot Goss Cafe And Restaurant,ChIJVVAKZKOF1moR5YFc5hWAiXU,-37.90098,144.662731,4.4,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","43 Watton St, Werribee",,145
2348,Salween Thai Restaurant,ChIJf9aceaOF1moRPpDSJVQg5_U,-37.9004233,144.6619033,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']","30 Station Pl, Werribee",,99
2349,COYLA,ChIJUS8UYB2F1moRnM6lx-MaiPs,-37.8896094,144.660994,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']","Shop 4b/167 Shaws Rd, Werribee",,92
2350,TASTY HEAVEN,ChIJXeyTziuF1moRZSDgcE-XdV8,-37.8510389,144.6682252,4.6,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']","shop 3/652 Tarneit Rd, Tarneit",,245
2351,Saigon Sun,ChIJrTTZJ9Nj1moRo8bHfSRY00U,-37.86748,144.829757,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']","84 Railway St S, Altona",,65
2352,Bezirk Altona Cafe.,ChIJ434eUdBj1moRqplotAGaDtY,-37.8707121,144.8379658,4.4,"['restaurant', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']","1A Millers Rd, Altona",,441
2353,Pinoy Diner,ChIJiSegrqWF1moRStG-mZW8qlY,-37.9033598,144.6612148,4.6,"['grocery_or_supermarket', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","5/49 Synnot St, Werribee",,185
2354,Happy Hot Pot,ChIJU_Umj7OJ1moRumFLe8OG1YQ,-37.8983154,144.7282562,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']","Shop 11/48 Windorah Dr, Point Cook",,134
2355,Tanya's Kitchen,ChIJL3mh5ddm1moRwx-3BH66FbE,-37.8428099,144.8413681,4.9,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","13 Pickett Drive, Altona North",,31
2356,LORD OF THE FRIES,ChIJT8DZgXeP1moROJXaw_D-6Fc,-37.8751789,144.6814884,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']","Shop F020 Food court, Pacific Werribee Shopping Centre, next to McDonald’s, Hoppers Crossing",,44
2357,Fresh Chilli Thai restaurant (Wyndham vale),ChIJ_cR1kD2F1moRbmmRDF42DSw,-37.891873,144.630336,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']","210 Ballan Rd, Wyndham Vale",,612
2358,Anglers Anchorage,ChIJF-MPOeOD1moR7Cpa3xmO1Hs,-37.97295,144.6933333,4.4,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","670 O'connors Rd, Werribee South",,64
2359,Max's Diner,ChIJG3Muj3qK1moRAX5ab_4gq0s,-37.8138,144.7858909,4.4,"['meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","13/227-231 Fitzgerald Rd, Laverton North",,205
2360,Rendeavous Restaurant & Bar,ChIJZVGadG-I1moRGNTVv_GSm0Y,-37.8957701,144.7513506,4.0,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']","49a/300 Point Cook Rd, Point Cook",,179
2361,The Base Restaurant & Bar,ChIJ9cNxJyeJ1moRfg6a6AUnwfQ,-37.899103,144.740238,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']","1/28 Adelphi Blvd, Point Cook",,61
2362,Shadowfax Winery,ChIJAypXqmuE1moRAX0hbFtyIo0,-37.934058,144.6727246,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']","K Rd, Werribee South",,140
2363,Khalsa House,ChIJOYAG_SSJ1moRVA3eFqjbV8s,-37.860289,144.698928,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']","39 Evrah Dr, Hoppers Crossing",,136
2364,JEETA CATERING & INDIAN RESTAURANT || INDIAN SWEETS || FUNCTIONS || EVENTS,ChIJAZZLAzWJ1moR1wfuAp9cbcs,-37.8626199,144.771352,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']","4 Lohse St, Laverton",,36
2365,Chaskah,ChIJRSUDTi-J1moRDd29O1KLots,-37.8510048,144.7075276,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']","8/377 Sayers Rd, Tarneit",,475
2366,Mezzanine Cafe and Lounge,ChIJrxYA-oSJ1moRFd_Sb4kqiUA,-37.8407692,144.7492002,4.5,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","Shop 11/211 Leakes Rd, Truganina",,155
2367,Kasba Indian Restaurant,ChIJcVSEX1CJ1moRuq2yGam0MVI,-37.8384475,144.7309417,4.3,"['bakery', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","8/451 Leakes Rd, Truganina",,537
2368,Mun Korean Kitchen,ChIJ58Og2zeJ1moR3GoB5QXykbk,-37.8668023,144.7424885,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']","G05/102 Overton Rd, Williams Landing",,274
2369,Black Seed Cafe,ChIJR7cY3KWF1moRg809Kj8uErY,-37.9029945,144.6586295,4.6,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","2/133 Watton St, Werribee",,365
2370,Stella Pizza Truganina,ChIJVyX5GfiJ1moRsotPhCaQ4mw,-37.840158,144.7492561,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']","5/211 Leakes Rd, Truganina",,194
2371,Stella Pizza Altona,ChIJk2Kw69Jj1moRJmreKrSh_eA,-37.86881899999999,144.830536,4.3,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","56 Pier St, Altona",,563
2372,V Noodle & Sushi Bar,ChIJv-Uy-99h1moR3Zg0oGnlWgY,-37.82658790000001,144.7864497,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']","8/110-116 Fitzgerald Rd, Laverton North",,38
2373,Pizza Tabrabane,ChIJ1SA2nBCP1moRjLCABA9Nm8A,-37.851097,144.668163,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']","1/652 Tarneit Rd, Tarneit",,367
2374,Schnitz,ChIJa4kj8VyP1moRf2Q1hPpM-bU,-37.8755446,144.6807505,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']","RE05 Heaths Rd, Werribee",,345
2375,Sankalp Indian Restaurant,ChIJ7a-ukaiJ1moR9rW9pLEVISE,-37.86538360000001,144.7316501,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']","3/57-69 Forsyth Rd, Hoppers Crossing",,453
2376,Biryani Bay,ChIJRTqlKYeF1moRMSoT0JdOK1o,-37.903167,144.661086,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']","2/49 Synnot St, Werribee",,279
2377,Inspire Thai,ChIJ2Rw5LXCJ1moRC62ne1zC064,-37.8386878,144.7303598,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']","Shop 4/451 Leakes Rd, Truganina",,38
2378,Silver Chopsticks Chinese Restaurant,ChIJd5I-caSF1moR7NQwgrbjFuc,-37.9008293,144.660614,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']","7 Barnes Pl, Werribee",,297
2379,Nando's Laverton,ChIJi-5nZath1moRmmtQXHcT4HA,-37.8232275,144.8243471,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']","2 Little Boundary Rd, Laverton",,118
2380,Gozleme King Werribee,ChIJG5vJJl2P1moRE7FXOq9mByk,-37.87402670000001,144.6776958,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']","Pacific Werribee Shopping Center Cnr Heaths Rd and, Derrimut Rd, Werribee",,173
2381,Numero Uno Pizza & Pasta,ChIJt0kLodJj1moRJh0ObNs5jwE,-37.8698082,144.8303375,4.0,"['meal_delivery', 'meal_takeaway', 'liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","20 Pier St, Altona",,457
2382,Hanuman Thai Restaurant,ChIJNdxrurSJ1moRH3bUoaYM7GI,-37.8823605,144.6999281,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']","35 Old Geelong Rd, Hoppers Crossing",,127
2383,Chatter Box Cafe,ChIJzYiviKSF1moRDIK9AMNzFp0,-37.901482,144.6619061,4.4,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","63 Watton St, Werribee",,579
2384,Werribee Italia Pizza & Restaurant,ChIJ78W0RqOF1moRJdUxs5Apq6w,-37.9004048,144.6633872,3.9,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","19A Watton St, Werribee",,82
2385,Mama Mee,ChIJ0WBcJdyP1moRUqTSnAogdOo,-37.875128,144.682242,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']","RE10 Heaths Rd Pacific Werribee Shopping Centre, Hoppers Crossing",,208
2386,Thai @ Point Cook,ChIJf7kBHZuI1moRotZG5OxpVqA,-37.89349259999999,144.7278387,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']","Shop2/47-57 Tom Roberts Parade, Point Cook",,150
2387,食堂 KITCHEN RESTAURANT,ChIJYY3CSYeI1moRUCk0KrLqs8o,-37.8992235,144.7399532,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']","13/3 Adelphi Blvd, Point Cook",,45
2388,Ummah Thai Restaurant (Werribee),ChIJr6rbN6OF1moRoy5YFcgJTN0,-37.9001704,144.6638227,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']","2/1 Watton St, Werribee",,304
2389,Crust Pizza Werribee,ChIJm1_EOaOF1moRkMvXddW-94Y,-37.9002144,144.6638238,4.2,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","Shop 1/1-13 Watton St, Werribee",,144
