,Place Name,Place ID,Latitude,Longitude,Rating,Types,Vicinity
1237,Casa de Playa,ChIJHdRlcEXZ1WoRc1LimQVMjDc,-38.218092,145.037517,4.1,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","39 Main St, Mornington"
1238,The Dava Hotel,ChIJwxrX1erb1WoRY2Cn6Xp3IKE,-38.2448234,145.0305678,3.8,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","614 Esplanade, Mount Martha"
1239,TAR BARREL Brewery & Distillery,ChIJAzRoF6ne1WoRAAlOca-hHtM,-38.232544,145.056865,4.4,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","72 Watt Rd, Mornington"
1240,Steeples,ChIJuYccAB7c1WoR6nZ6YyZCD7U,-38.2385375,145.0675572,3.9,"['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Cnr Racecourse and, Mornington-Tyabb Rd, Mornington"
1241,JimmyRum Distillery,ChIJywDfZaPF1WoRRBIlZ6k3xps,-38.33168209999999,144.9881304,4.8,"['bar', 'point_of_interest', 'establishment']","6 Brasser Ave, Dromana"
1242,DOC Pizza & Mozzarella Bar Delicatessen,ChIJ-64am0XZ1WoRvSR6RyDilLg,-38.2172235,145.0373886,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']","22 Main St, Mornington"
1243,Il Piccolo Bar.,ChIJ45MvmbTZ1WoRx_SJFhw9tCA,-38.2192788,145.0377741,4.7,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","2C Empire St, Mornington"
1244,Naughty Norman,ChIJczBo6ifZ1WoRInEuqc7xOSo,-38.2174045,145.037409,4.4,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","32 Main St, Mornington"
1245,Biscottini Cafe bar restaurant,ChIJUf18PVDZ1WoRH7_mknplkx0,-38.2213889,145.0397222,3.8,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","157/159 Main St, Mornington"
1246,The Rocks Mornington,ChIJiRnJxkbZ1WoRby9ewT72ZPo,-38.2132031,145.0335867,4.2,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","1 Schnapper Point Dr, Mornington"
1247,La Sorella by Twisted Sista,ChIJ72SoGBXZ1WoRfMnFE-Yh0Vc,-38.2169685,145.0370025,3.8,"['restaurant', 'cafe', 'bar', 'food', 'point_of_interest', 'store', 'establishment']","18a Main St, Mornington"
1248,Feu Bar Mornington,ChIJaafAh4zZ1WoR1KYJuCdX4Jo,-38.2177848,145.0372924,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']","31 Main St, Mornington"
1249,Mr Little Cider & Peninsula Cider,ChIJd6bqUi_F1WoRV8S-YQZPBxw,-38.3324713,144.9867539,5.0,"['bar', 'food', 'point_of_interest', 'establishment']","20 Brasser Ave, Dromana"
1250,Chutney Bar Mornington,ChIJgU3VeUXZ1WoRvoM3712li6w,-38.217806,145.037627,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']","44 Main St, Mornington"
1251,Zero95 Pizza Bar,ChIJ3_S0asjF1WoRfyF1y0N2ovI,-38.3323852,144.9660451,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']","199-201 Point Nepean Rd, Dromana"
1252,Martha's Table,ChIJG7Cj6NjE1WoRvCy-JIpFpus,-38.3060417,145.0069853,3.7,"['restaurant', 'grocery_or_supermarket', 'bar', 'food', 'point_of_interest', 'store', 'establishment']","Waterfront Pl, Safety Beach"
1253,The Royal Hotel Mornington,ChIJvxOXrUTZ1WoRd4E2ygOv5L0,-38.2183868,145.0334296,4.0,"['lodging', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","770 Esplanade, Mornington"
1254,Benton Square Noodle Bar,ChIJxTO4oOvb1WoRA54Q-PJwgdo,-38.2455664,145.0476816,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']","Bentons Rd & Dunns Rd, Mornington"
1255,Bass & Flinders Distillery,ChIJ0xroIAnE1WoR3EmpuVl9TLo,-38.336223,144.98872,4.2,"['bar', 'liquor_store', 'point_of_interest', 'store', 'establishment']","40 Collins Rd, Dromana"
1256,Luduco Living,ChIJYwJx_rfe1WoRsS-MzcSXkAI,-38.2200563,145.0609376,3.0,"['furniture_store', 'night_club', 'home_goods_store', 'bar', 'general_contractor', 'point_of_interest', 'store', 'establishment']","Unit B1/1128 - 1132 Nepean Hwy, Mornington"
1257,Mercetta.,ChIJM29w-0_Z1WoRmvvli86wipI,-38.2201258,145.038747,4.4,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","115 Main St, Mornington"
1258,Wowee Zowee,ChIJ_3JxT67Z1WoRzSuSDSGnvQg,-38.218029,145.0372009,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']","35 Main St, Mornington"
1259,Wildgrain Mornington,ChIJofwS3n_Z1WoRjPQVptiC1PY,-38.220946,145.040569,4.9,"['restaurant', 'cafe', 'bar', 'food', 'point_of_interest', 'store', 'establishment']","1 Blamey Pl, Mornington"
1260,Pier Street Kitchen,ChIJtw2Tb4vF1WoR2js1iUjlQe8,-38.3331331,144.9660342,4.3,"['cafe', 'bar', 'liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","19 Pier St, Dromana"
1261,Commonfolk Coffee Company,ChIJG0U9S6je1WoRJ98FU1986fA,-38.2347446,145.0575691,4.3,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","16 Progress St, Mornington"
1262,Trofeo Estate,ChIJO66rTFrE1WoRXGeFrE7dMF4,-38.3414164,145.0173523,4.3,"['bar', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']","85 Harrisons Rd, Dromana"
1263,Mornington Golf Club,ChIJf4_Bu8ne1WoRGtvsmf_u0z8,-38.2116202,145.0587143,4.3,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Tallis Dr, Mornington"
1264,Mr Curtis,ChIJ72A-JgXb1WoR9IbnakV_I5o,-38.2669444,145.0138889,4.1,"['restaurant', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']","4/42 Lochiel Ave, Mount Martha"
1265,Sound Bar,ChIJ78dvJIHJ1WoRLHtvf0TYEj0,-38.363847,144.8764207,4.4,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","1625 Point Nepean Rd, Capel Sound"
1266,Two Buoys,ChIJ6cZ2novF1WoRWP0gdOGPLJs,-38.33244699999999,144.9658508,4.0,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']","209 Point Nepean Rd, Dromana"
1267,McDaids,ChIJ_RJvjfrJ1WoR6nAsPCCDp5M,-38.3555727,144.9065499,4.6,"['bar', 'point_of_interest', 'establishment']","1003 Point Nepean Rd, Rosebud"
1268,Volpino Pizzeria and Wine Bar,ChIJJ9l_KAXb1WoRpLXWhC9DsB0,-38.2670992,145.0137259,4.2,"['meal_delivery', 'meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","2/42 Lochiel Ave, Mount Martha"
1269,Via Battisti,ChIJa3xE1QTb1WoRabii5w7k7rg,-38.267458,145.013459,4.4,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","26 Lochiel Ave, Mount Martha"
1270,Dromana Bowls Club,ChIJC7G5YlrP1WoRfL49Tlh5E3Y,-38.3390853,144.9529974,4.6,"['bar', 'point_of_interest', 'establishment']","1 Stawell St, Dromana"
1271,Peninsula Club RSL,ChIJ92HWQ4vF1WoRoDwHncpSuTg,-38.3337637,144.9656685,3.5,"['bar', 'point_of_interest', 'establishment']","20 Gibson St, Dromana"
1272,The Pig & Whistle,ChIJ_VK1byrG1WoR_zHCJ2DZH_o,-38.3857015,144.9582194,4.0,"['restaurant', 'lodging', 'bar', 'food', 'point_of_interest', 'establishment']","365 Purves Rd, Main Ridge"
1273,"The Kitchen, Bistro, Bar and Courtyard",ChIJAeTeTD7K1WoRo_jTSFWZuV4,-38.3691267,144.853942,4.3,"['restaurant', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']","1917 Point Nepean Rd, Tootgarook"
1274,McDaids Irish Pub,ChIJu6a1arXJ1WoRlppZExvVYbA,-38.3555727,144.9065499,4.4,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']","1003 Point Nepean Rd, Rosebud"
1275,JimmyRum Distillery,ChIJywDfZaPF1WoRRBIlZ6k3xps,-38.33168209999999,144.9881304,4.8,"['bar', 'point_of_interest', 'establishment']","6 Brasser Ave, Dromana"
1276,ONE8TWO Pizzeria & Pasta Bar,ChIJkyU0ZNTJ1WoR1NCXgnYOWCA,-38.3538612,144.9090796,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']","1c Jetty Rd, Rosebud"
1277,Many Little Bar & Bistro,ChIJH1G0QdrH1WoRhOr7R-y4kdk,-38.3806457,145.0250244,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']","2-5/159 Shoreham Rd, Red Hill South"
1278,Mr Little Cider & Peninsula Cider,ChIJd6bqUi_F1WoRV8S-YQZPBxw,-38.3324713,144.9867539,5.0,"['bar', 'food', 'point_of_interest', 'establishment']","20 Brasser Ave, Dromana"
1279,Zero95 Pizza Bar,ChIJ3_S0asjF1WoRfyF1y0N2ovI,-38.3323852,144.9660451,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']","199-201 Point Nepean Rd, Dromana"
1280,Spitfire Restaurant & Grill,ChIJCyD_FhLJ1WoRTK8yCZnzXk4,-38.3573378,144.8997569,4.7,"['restaurant', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']","1181 Point Nepean Rd, Rosebud"
1281,Martha's Table,ChIJG7Cj6NjE1WoRvCy-JIpFpus,-38.3060417,145.0069853,3.7,"['restaurant', 'grocery_or_supermarket', 'bar', 'food', 'point_of_interest', 'store', 'establishment']","Waterfront Pl, Safety Beach"
1282,Owens dumpling noodle bar,ChIJZUjgn5rJ1WoRLSmlGME98Xg,-38.3540291,144.9093182,3.6,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","1b Jetty Rd, Rosebud"
1283,Red Hill Brewery,ChIJO2DaoO3G1WoRkhhPAftck_0,-38.3917745,145.0170129,4.1,"['bar', 'liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","88 Shoreham Rd, Red Hill South"
1284,Bass & Flinders Distillery,ChIJ0xroIAnE1WoR3EmpuVl9TLo,-38.336223,144.98872,4.2,"['bar', 'liquor_store', 'point_of_interest', 'store', 'establishment']","40 Collins Rd, Dromana"
1285,Nepean Bar & Bistro @ Nepean Country Club,ChIJDyjxa_611WoR1W1rvZEyHAw,-38.3994598,144.8693704,4.1,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","205 Browns Rd, Boneo"
1286,Neil Osborne Musician,ChIJTYYRJbXe1WoRucFMYw3kPp4,-38.3559464,144.9586338,0.0,"['electronics_store', 'home_goods_store', 'bar', 'school', 'point_of_interest', 'store', 'establishment']","717 Arthurs Seat Rd, Arthurs Seat"
1287,Rosebud Milkbar & Takeaway,ChIJEzrEZpzJ1WoReDvnRlRMXJg,-38.367265,144.887276,4.7,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","376 Eastbourne Rd, Rosebud"
1288,Peninsula Bull Bars,ChIJdSvRur3F1WoRV7L2T0AU75A,-38.33494,144.984989,5.0,"['car_repair', 'point_of_interest', 'store', 'establishment']","44 Brasser Ave, Dromana"
1289,Rosebud Hotel,ChIJwyijDxHJ1WoRtS4YdT6JyqU,-38.3567242,144.9026675,3.8,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']","1099 Point Nepean Rd, Rosebud"
1290,Pier Street Kitchen,ChIJtw2Tb4vF1WoR2js1iUjlQe8,-38.3331331,144.9660342,4.3,"['cafe', 'bar', 'liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","19 Pier St, Dromana"
1291,Merchant & Maker,ChIJs_Wa3M_I1WoR7f4mGTQ81ZY,-38.3487044,144.9287125,4.1,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","675 Point Nepean Rd, McCrae"
1292,Milkbar & Co.,ChIJ72A-JgXb1WoRz7MAHkVZ5Mo,-38.2670147,145.013702,4.0,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","1/42 Lochiel Ave, Mount Martha"
1293,The Foyer,ChIJ_____z-21WoROzjdqNFjeDo,-38.3556593,144.9059733,4.3,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","1017 Point Nepean Rd, Rosebud"
1294,Nordie Café,ChIJIZkJ3HnG1WoRhRBjIP9NBYc,-38.366376,144.9946347,4.5,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","1008 Mornington-Flinders Rd, Red Hill"
1295,Jetty's Pizza Rosebud,ChIJ-YLxVxjJ1WoRIT2gwAGNo24,-38.354064,144.908786,4.1,"['meal_delivery', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","870 Point Nepean Rd, Rosebud"
1296,Sound Bar,ChIJ78dvJIHJ1WoRLHtvf0TYEj0,-38.363847,144.8764207,4.4,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","1625 Point Nepean Rd, Capel Sound"
1297,The Deck Bar & Bistro,ChIJgyRPmeW41WoRXtfCpUS8yzc,-38.474474,145.0194031,3.8,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","23 Cook St, Flinders"
1298,McDaids,ChIJ_RJvjfrJ1WoR6nAsPCCDp5M,-38.3555727,144.9065499,4.6,"['bar', 'point_of_interest', 'establishment']","1003 Point Nepean Rd, Rosebud"
1299,Village Cafe & Wine Bar Flinders,ChIJHYK9RuW41WoRJCuoqC1qlBs,-38.4741306,145.0167639,4.3,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","49 Cook St, Flinders"
1300,Nepean Bar & Bistro @ Nepean Country Club,ChIJDyjxa_611WoR1W1rvZEyHAw,-38.3994598,144.8693704,4.1,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","205 Browns Rd, Boneo"
1301,The Village Café & Wine Bar,ChIJw5TfMOW41WoRt4uGSYv_eog,-38.4741758,145.0167687,0.0,"['bar', 'food', 'point_of_interest', 'establishment']","Easy access with carpark and wheelchair, 49 Cook St, Flinders"
1302,The Pig & Whistle,ChIJ_VK1byrG1WoR_zHCJ2DZH_o,-38.3857015,144.9582194,4.0,"['restaurant', 'lodging', 'bar', 'food', 'point_of_interest', 'establishment']","365 Purves Rd, Main Ridge"
1303,"The Kitchen, Bistro, Bar and Courtyard",ChIJAeTeTD7K1WoRo_jTSFWZuV4,-38.3691267,144.853942,4.3,"['restaurant', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']","1917 Point Nepean Rd, Tootgarook"
1304,McDaids Irish Pub,ChIJu6a1arXJ1WoRlppZExvVYbA,-38.3555727,144.9065499,4.4,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']","1003 Point Nepean Rd, Rosebud"
1305,Many Little Bar & Bistro,ChIJH1G0QdrH1WoRhOr7R-y4kdk,-38.3806457,145.0250244,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']","2-5/159 Shoreham Rd, Red Hill South"
1306,Spitfire Restaurant & Grill,ChIJCyD_FhLJ1WoRTK8yCZnzXk4,-38.3573378,144.8997569,4.7,"['restaurant', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']","1181 Point Nepean Rd, Rosebud"
1307,Owens dumpling noodle bar,ChIJZUjgn5rJ1WoRLSmlGME98Xg,-38.3540291,144.9093182,3.6,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","1b Jetty Rd, Rosebud"
1308,Red Hill Brewery,ChIJO2DaoO3G1WoRkhhPAftck_0,-38.3917745,145.0170129,4.1,"['bar', 'liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","88 Shoreham Rd, Red Hill South"
1309,Neil Osborne Musician,ChIJTYYRJbXe1WoRucFMYw3kPp4,-38.3559464,144.9586338,0.0,"['electronics_store', 'home_goods_store', 'bar', 'school', 'point_of_interest', 'store', 'establishment']","717 Arthurs Seat Rd, Arthurs Seat"
1310,Rosebud Hotel,ChIJwyijDxHJ1WoRtS4YdT6JyqU,-38.3567242,144.9026675,3.8,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']","1099 Point Nepean Rd, Rosebud"
1311,Merchant & Maker,ChIJs_Wa3M_I1WoR7f4mGTQ81ZY,-38.3487044,144.9287125,4.1,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","675 Point Nepean Rd, McCrae"
1312,Flinders Hotel,ChIJwdzBvuy41WoRjeNup5gpmzQ,-38.474432,145.0198913,4.2,"['lodging', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Cnr. Cook &, Wood St, Flinders"
1313,Red Gum BBQ,ChIJVXmvDp7G1WoRDPfiD1fOmI4,-38.3734864,145.0221385,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']","87 Arthurs Seat Rd, Red Hill"
1314,Green Olive at Red Hill,ChIJX2MlGYDG1WoRS9ha-sc4n0w,-38.381694,144.992988,3.8,"['restaurant', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']","1180 Mornington-Flinders Rd, Main Ridge"
1315,The Deck Bar & Bistro,ChIJgyRPmeW41WoRXtfCpUS8yzc,-38.474474,145.0194031,3.8,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","23 Cook St, Flinders"
1316,Village Cafe & Wine Bar Flinders,ChIJHYK9RuW41WoRJCuoqC1qlBs,-38.4741306,145.0167639,4.3,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","49 Cook St, Flinders"
1317,The Village Café & Wine Bar,ChIJw5TfMOW41WoRt4uGSYv_eog,-38.4741758,145.0167687,0.0,"['bar', 'food', 'point_of_interest', 'establishment']","Easy access with carpark and wheelchair, 49 Cook St, Flinders"
1318,Flinders Hotel,ChIJwdzBvuy41WoRjeNup5gpmzQ,-38.474432,145.0198913,4.2,"['lodging', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Cnr. Cook &, Wood St, Flinders"
1319,RACV Cape Schanck Resort,ChIJoQH71eq21WoRIQ7kw5i7bVk,-38.4612237,144.8935558,4.6,"['spa', 'lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']","Trent Jones Dr, Cape Schanck"
1320,Mantellina,ChIJTxyNaES31WoRsWF13CQaYlc,-38.4611938,144.8934748,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']","Trent Jones Dr, Cape Schanck"
1321,Hogan's Cafe & Bar Restaurant,ChIJyeQRHTmw12oReABLWmmGMPM,-37.4122222,144.98,4.1,"['restaurant', 'cafe', 'bar', 'food', 'point_of_interest', 'store', 'establishment']","92 High St, Wallan"
1322,Adam's Shed,ChIJSaiHOV-x12oR2BitfFofNPU,-37.4034446,144.9842892,5.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","10 Randall Cres, Wallan"
1323,Rattlers Hotel,ChIJndKDc1-w12oRnlFXyQfK6XY,-37.4168384,145.0045164,3.9,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","21 Station St, Wallan"
1324,Kilmore Trackside,ChIJkwTCk0yj12oR6hlYNJBvPaM,-37.29112240000001,144.9602203,4.0,"['cafe', 'lodging', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","East St, Kilmore"
1325,TAB Magpie & Stump Hotel,ChIJGQecT2S612oRJLF5Yb3rYcU,-37.3558259,145.0258962,3.9,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","3313 Epping-Kilmore Rd, Wandong"
1326,San Marco Restaurant Wallan 3756,ChIJk83sYOax12oR22ADN6dSoME,-37.4141493,144.9786952,4.2,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']","Shop 3/61 High St, Wallan"
1327,Vento Cafe Bar & Restaurant,ChIJTxkgRDew12oRXM4Zwno1VjY,-37.4122372,144.9785484,4.3,"['cafe', 'food', 'point_of_interest', 'establishment']","Wellington Square SC, 81-89 High St, Wallan"
1328,Indulge Coffee and Cakes,ChIJj0sSSDew12oR1xnMWDZ472Q,-37.4115391,144.9783312,4.9,"['cafe', 'bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","Wellington Square Shopping Centre, Shop 15/81-89 High St, Wallan"
1329,Hogans Hotel,ChIJyeQRHTmw12oREv0-XLTok1A,-37.4122771,144.9798802,4.0,"['meal_takeaway', 'lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']","92 High St, Wallan"
1330,The Grove at Hidden Valley Resort,ChIJiR_WX3ew12oRUVlhDuFaTnY,-37.3951189,144.9940957,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']","189 Hidden Valley Blvd, Wallan"
1331,The Frendz Pizza and Pasta,ChIJl05VWjew12oRvrDR_7wnav4,-37.4153927,144.9786483,3.8,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","49 High St, Wallan"
1332,Subway,ChIJ3_rYuJyw12oRsTnSIzmHJ-0,-37.4114494,144.9786668,2.5,"['restaurant', 'food', 'point_of_interest', 'establishment']","Shop 3 81-89 High Street Wellington Square Shopping Centre, Wallan"
1333,Hogan's Cafe & Bar Restaurant,ChIJyeQRHTmw12oReABLWmmGMPM,-37.4122222,144.98,4.1,"['restaurant', 'cafe', 'bar', 'food', 'point_of_interest', 'store', 'establishment']","92 High St, Wallan"
1334,Adam's Shed,ChIJSaiHOV-x12oR2BitfFofNPU,-37.4034446,144.9842892,5.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","10 Randall Cres, Wallan"
1335,Sammy’s bar,ChIJUR4I4l-312oR1PrBA11znX4,-37.505937,145.120035,0.0,"['bar', 'point_of_interest', 'establishment']","9 Lamplighter Ct, Whittlesea"
1336,Rattlers Hotel,ChIJndKDc1-w12oRnlFXyQfK6XY,-37.4168384,145.0045164,3.9,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","21 Station St, Wallan"
1337,Royal Mail Hotel,ChIJfWEhveG112oRwHy0cOhASg4,-37.51126,145.11951,4.0,"['lodging', 'bar', 'point_of_interest', 'establishment']","29 Beech St, Whittlesea"
1338,San Marco Restaurant Wallan 3756,ChIJk83sYOax12oR22ADN6dSoME,-37.4141493,144.9786952,4.2,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']","Shop 3/61 High St, Wallan"
1339,Whittlesea Bowls Club,ChIJAVAb1eG112oRfSctvnjEWA4,-37.5094028,145.1181194,4.2,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","101 Church St, Whittlesea"
1340,The Hunters Tryst Beveridge,ChIJDdspsRyy12oRQVrEpyxP8JQ,-37.470857,144.9742976,4.5,"['lodging', 'bar', 'point_of_interest', 'establishment']","5/9 Old Hume Hwy, Beveridge"
1341,Noshi Noodle and Rice Bar,ChIJvRBGU-C112oRD-RX2uk9UaM,-37.5113889,145.1183333,4.9,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","68/70 Church St, Whittlesea"
1342,TAB Magpie & Stump Hotel,ChIJGQecT2S612oRJLF5Yb3rYcU,-37.3558259,145.0258962,3.9,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","3313 Epping-Kilmore Rd, Wandong"
1343,Vento Cafe Bar & Restaurant,ChIJTxkgRDew12oRXM4Zwno1VjY,-37.4122372,144.9785484,4.3,"['cafe', 'food', 'point_of_interest', 'establishment']","Wellington Square SC, 81-89 High St, Wallan"
1344,Must bar,ChIJ45V9u1K112oRP7pMwyo3BsA,-37.586386,145.128204,4.1,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","1/90 Hazel Glen Dr, Doreen"
1345,Sammy’s bar,ChIJUR4I4l-312oR1PrBA11znX4,-37.505937,145.120035,0.0,"['bar', 'point_of_interest', 'establishment']","9 Lamplighter Ct, Whittlesea"
1346,The Bridge Inn Hotel,ChIJNT7MLeJK1moREgnLmPJqLbc,-37.6007232,145.0952352,4.0,"['meal_takeaway', 'cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","1425 Plenty Rd, Mernda"
1347,Bunkers Cafe Bar & Bistro,ChIJ298VpGNK1moRkDiNVwW1X30,-37.6270193,145.1323654,4.3,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","649 Yan Yean Rd, Yarrambat"
1348,Donnybrook Hotel,ChIJr6vxk6ZS1moRZjKsO9PNfNY,-37.5425883,144.9703758,4.2,"['bar', 'point_of_interest', 'establishment']","825 Donnybrook Rd, Donnybrook"
1349,Royal Mail Hotel,ChIJfWEhveG112oRwHy0cOhASg4,-37.51126,145.11951,4.0,"['lodging', 'bar', 'point_of_interest', 'establishment']","29 Beech St, Whittlesea"
1350,The Flair Lounge,ChIJgyQ7IlO112oRpAE17E_H2GM,-37.5871015,145.1258041,4.3,"['night_club', 'bar', 'point_of_interest', 'establishment']","1/107 Hazel Glen Dr, Doreen"
1351,Whittlesea Bowls Club,ChIJAVAb1eG112oRfSctvnjEWA4,-37.5094028,145.1181194,4.2,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","101 Church St, Whittlesea"
